🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.329453+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.329891+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.330014+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.330336+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.330450+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.330586+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.330713+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
"en-Optional::49cba5b263df0ee258d8cf314fcd882ba7a39d71.asset"
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.331141+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.331257+0530  localhost NimbleEdgeAssistant[68493]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 1, cachedOnly: 0
2025-08-01 14:24:42.401612+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) Created Activity ID: 0x697535, Description: send gesture actions
2025-08-01 14:24:42.412719+0530  localhost NimbleEdgeAssistant[68493]: (TextInputUI) [com.apple.TextInputUI:CandidateGeneration] Result accumulator timeout: 0.250000, exceeded.
2025-08-01 14:24:43.302249+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:24:43.302709+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000220540> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.302794+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:24:43.302982+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000220540> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.303065+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:24:43.303294+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000234cc0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.303372+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:24:43.303550+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000234cc0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.304339+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:HardwareKeyboard] -[UIApplication GSKeyboardForHWLayout:senderID:forceRebuild:createIfNeeded:], New hardware layout is created with US layout and 0 standardType.
2025-08-01 14:24:43.304562+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:24:43.304843+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x6000002340e0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.304909+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:24:43.305064+0530  localhost NimbleEdgeAssistant[68493]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x6000002340e0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:24:43.306100+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to windows: 1
2025-08-01 14:24:43.306184+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:43.311859+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives keyEvent type: 4; subtype: 0
2025-08-01 14:24:43.330936+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard adds a string
2025-08-01 14:24:43.331592+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard sends inputEvent to kbd
2025-08-01 14:24:43.331859+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x10d1044b0; type: 4; subtype: 0; backing type: 3; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:43.332479+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives output from kbd
2025-08-01 14:24:43.334214+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard inserts text
2025-08-01 14:24:43.336497+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.336731+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.337337+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.337450+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.337613+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.337698+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.337768+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:43.354589+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardArbiterClientLog] -[_UIRemoteKeyboardPlaceholderView refreshPlaceholder]  refreshPlaceholder: size={402, 0} [previous size={402, 75}]
2025-08-01 14:24:43.413109+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to windows: 1
2025-08-01 14:24:43.413180+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:43.413712+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives keyEvent type: 4; subtype: 0
2025-08-01 14:24:43.413905+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x10d1044b0; type: 4; subtype: 0; backing type: 3; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:43.788755+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to windows: 1
2025-08-01 14:24:43.788861+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:43.790199+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives keyEvent type: 4; subtype: 0
2025-08-01 14:24:43.790923+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard adds a string
2025-08-01 14:24:43.791591+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard sends inputEvent to kbd
2025-08-01 14:24:43.791906+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x10d1044b0; type: 4; subtype: 0; backing type: 3; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:43.794203+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives output from kbd
2025-08-01 14:24:43.795380+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard inserts text
2025-08-01 14:24:43.862487+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to windows: 1
2025-08-01 14:24:43.862661+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 4; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:43.863216+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardUI] Keyboard receives keyEvent type: 4; subtype: 0
2025-08-01 14:24:43.863464+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x10d1044b0; type: 4; subtype: 0; backing type: 3; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:46.585940+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b30000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:46.586135+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:24:46.586213+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:46.602719+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) Created Activity ID: 0x697536, Description: send gesture actions
2025-08-01 14:24:46.661403+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b30000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:24:46.661496+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:24:46.661540+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x103709bf0>; contextId: 0x99282B59
2025-08-01 14:24:46.661831+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) Created Activity ID: 0x697537, Description: send gesture actions
2025-08-01 14:24:46.670215+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.670413+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.670536+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.670626+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c420>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x103915250; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671057+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671163+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671380+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671487+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671569+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671714+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671804+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.671876+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
